Date,AAPL,JPM,MSFT,SPY,XOM
2020-01-03,-0.009721816730485888,-0.013196311668091876,-0.012451647652647946,-0.007571828915028278,-0.008039484875262515
2020-01-06,0.007968241214080019,-0.0007951402178854039,0.0025847693981337905,0.00381490304219656,0.007678005461732473
2020-01-07,-0.00470297510964135,-0.017000598397752253,-0.009118172220978105,-0.002811713526323145,-0.008183728967928294
2020-01-08,0.016086183391429865,0.007801117983227579,0.015928667308043876,0.00532958815953366,-0.01508030584438702
2020-01-09,0.021240478908623572,0.0036512474380956395,0.012492972093223642,0.006780668630741227,0.007655527952446173
2020-01-10,0.0022609244764462133,-0.009967998609052287,-0.00462699671026312,-0.0028778122819916874,-0.008887660339433556
2020-01-13,0.021364282640137233,0.008304536944510277,0.012024296182528982,0.006877367975224757,0.009545998581476534
2020-01-14,-0.013503097370782924,0.011661929250637915,-0.007042915578038711,-0.0015246421703621893,-0.008595982247894152
2020-01-15,-0.004285341734144521,-0.014985823403382614,0.006476215379489059,0.0022599118960702214,-0.001589804581814347
2020-01-16,0.012526123436218617,0.0038765611917819243,0.01832305640982712,0.008318297833544985,-0.003907903427112114
2020-01-17,0.011070985470154282,0.0069215964534894425,0.005597099379968773,0.003112536395252219,-0.003777902558200763
2020-01-21,-0.006776672170022979,-0.009840712179296163,-0.003591135164042747,-0.001958463236110042,-0.01429421121401031
2020-01-22,0.0035696158652618326,-0.0011692874382018825,-0.004804727760793326,0.00012105660136962904,-0.005770833356954275
2020-01-23,0.004815715976161483,-0.0010244316102698825,0.006155783730440234,0.0011467238046478645,-0.006250903754738912
2020-01-24,-0.0028821312230584706,-0.024827793211895544,-0.010076747523467766,-0.008893087451646187,-0.006739683474486724
2020-01-27,-0.02940522249729416,-0.00841150572219651,-0.01672326942254654,-0.01602930478532827,-0.02382374188187586
2020-01-28,0.028289300650146565,0.018177741396803615,0.019595905115191492,0.010479379103136566,-0.0013901870578389985
2020-01-29,0.02093265222115326,-0.0014877283406035113,0.015592652811852625,-0.0008263420984778724,-0.00835249717233788
2020-01-30,-0.001449470284052179,0.012366778768570175,0.028207686529158726,0.003245530672994601,0.010606665676533789
2020-01-31,-0.04433864993613168,-0.025976933790184398,-0.014758471967563858,-0.018157815595675753,-0.041210149497505566
2020-02-03,-0.0027465452730639495,0.007630713713102422,0.024378725524973888,0.007428482343069698,-0.0223758398721019
2020-02-04,0.0330138029804814,0.014396043591780927,0.032916308081849754,0.015241233413692878,-0.012514616675938672
2020-02-05,0.008154659947620102,0.01700022062256945,-0.0012211066973610851,0.011548011833685479,0.046023120546328844
2020-02-06,0.01169705792729192,0.00014571706052723954,0.0207335167963969,0.003365070186222452,-0.013550187140477399
2020-02-07,-0.013592954236083199,-0.003197564070725689,0.001415916100436121,-0.005329739645257958,-0.00662591693903869
2020-02-10,0.00474968509733964,0.00415538016849859,0.02615697319720911,0.007465066870662174,-0.010561025388742262
2020-02-11,-0.006033472177433219,0.0018876032546322197,-0.02257554038755094,0.0017331529204624996,0.009506330610807856
2020-02-12,0.023747893151834898,0.0,0.0014641050606509776,0.00644300695438349,0.012225431746671012
2020-02-13,-0.007121307862618553,-0.0008692832421653973,-0.00541410877365367,-0.0010670755242446761,-0.005549314947232764
2020-02-14,0.0002467097182907718,-0.0030461536889533347,0.008927030799553926,0.0016020258642468477,-0.004595258698708471
2020-02-18,-0.018310857909146994,-0.013240265702781029,0.010143496545112374,-0.002577045275598322,-0.012695943102114526
2020-02-19,0.014483005688580963,0.013638907973858139,0.002998907681493135,0.00478123509025119,0.007682134265198481
2020-02-20,-0.010258952889326545,0.0,-0.015271352231515545,-0.004108352327163223,-0.007954981333748168
2020-02-21,-0.022635226139132048,-0.012219179863813157,-0.031612583643542025,-0.01029784025528202,-0.012194938307281133
2020-02-24,-0.047500683725633874,-0.026875674420469675,-0.04311562975983152,-0.033165746519695505,-0.04684597569856763
2020-02-25,-0.03387190439290533,-0.04464273938674801,-0.016501780150225187,-0.03030222996945131,-0.03832502272661886
2020-02-26,0.015863819658730627,0.003009484805442053,0.01249494044418964,-0.003678186209979284,-0.021955998620804884
2020-02-27,-0.06536830295311702,-0.04161400145765315,-0.07045909193543876,-0.044911491759592415,-0.060177223350117326
2020-02-28,-0.0005848972865133417,-0.04333854750864763,0.024212993917453796,-0.004201649074021985,0.032517318242852866
2020-03-02,0.09310072815042902,0.04659373228290353,0.066539079096956,0.043306640179411104,0.047433554540007083
2020-03-03,-0.03175948433792686,-0.037524631910172856,-0.047919670605603426,-0.028632575729338194,-0.04788409507505753
2020-03-04,0.046384585756291896,0.024709478979434207,0.036715237551033786,0.042033302446448095,0.02183229330765868
2020-03-05,-0.032436875115290476,-0.04906160585464081,-0.02509535885993963,-0.03324208352692826,-0.0440671889416151
2020-03-06,-0.013280246585369193,-0.05168015743103538,-0.028267041310164998,-0.01653099599010699,-0.048293664456352525
2020-03-09,-0.07909184926933777,-0.13545523573677476,-0.06777255364288215,-0.07809441172964005,-0.12224751242599052
2020-03-10,0.07202144396487742,0.07769689606563057,0.06838393487418992,0.05174490971216272,0.03702785394431385
2020-03-11,-0.03473053308568819,-0.047070352665097626,-0.045301921137099965,-0.04874848253108899,-0.032941705189702186
2020-03-12,-0.09875454190995558,-0.08243024746315908,-0.09483789161811018,-0.09567723037773745,-0.11434023207685418
2020-03-13,0.11980849229763213,0.18012508046513664,0.14216839551540117,0.08548614862891446,0.025282266838438705
2020-03-16,-0.1286472530043825,-0.14964906539842626,-0.14739032715232736,-0.10942347266440478,-0.09522556407614802
2020-03-17,0.043970083083191724,0.06111374753203913,0.08233645445150795,0.05399204297304139,0.06726597221162645
2020-03-18,-0.02447997879213004,-0.10526866347191444,-0.04209598096714817,-0.050632924769215104,-0.10024450831051224
2020-03-19,-0.007661874319662032,0.016807843567030245,0.016453150749879963,0.0021249631971735905,0.039553288909151885
2020-03-20,-0.06348571850218143,-0.021102027471703755,-0.03755862414564026,-0.043094282040815224,-0.049084984207524496
2020-03-23,-0.021243996381026253,-0.05353300552880813,-0.00997478264917151,-0.02556804269625601,-0.03940148582609515
2020-03-24,0.10032530463547662,0.11894202599282044,0.09089607501228869,0.09060312916076652,0.12686809379935293
2020-03-25,-0.005508738010362668,0.03731775650634184,-0.00957277740815432,0.014970251602519413,0.05220070422535206
2020-03-26,0.05262296121255461,0.06966133148423848,0.06255106616140882,0.05838948668539534,0.041029679940271846
2020-03-27,-0.041402227270848524,-0.07123966160171291,-0.04106086550475907,-0.029785501959731397,-0.04817081108386123
2020-03-30,0.028537974111091824,0.026006768276705783,0.07034047458142179,0.03247598085345915,0.014885035766907695
2020-03-31,-0.002040805062496376,-0.03711213762775489,-0.015727118183415878,-0.014905450782829566,0.012533327352964196
2020-04-01,-0.05261705727549182,-0.06297916350053989,-0.03550797958104013,-0.045005068348645705,-0.011588258304982557
2020-04-02,0.016686823590251754,0.037340201422163766,0.02070835294491613,0.023075528192794792,0.0764724975719695
2020-04-03,-0.014371430715237943,-0.029557764620261495,-0.009210263441406963,-0.014454194416251176,-0.029455940334484843
2020-04-06,0.08723727296381334,0.06436611408427884,0.07436767417206824,0.06716610668994494,0.03213508349283134
2020-04-07,-0.011582232629495759,0.013190427213656486,-0.01077001401361477,0.0010195494917388803,0.01902634726485486
2020-04-08,0.025594411481057344,0.04037969990059809,0.010030991108257892,0.03356866732384467,0.06328796434988582
2020-04-09,0.007216363695322636,0.08971361073186301,6.0701268919105544e-05,0.015217125960224731,-0.016419792501670916
2020-04-13,0.01962760698226873,-0.044472520365794965,0.0022402661355627185,-0.009130046766302802,-0.008578486890868042
2020-04-14,0.050503072587930964,-0.027396010786028824,0.049483447673054126,0.029492795076685896,-0.0077176165659709195
2020-04-15,-0.009127105106380706,-0.04931915486250571,-0.010477780308597917,-0.021248119057036163,-0.045957824534434644
2020-04-16,0.007945581412041935,-0.03811005625048236,0.03002086250178615,0.004824537551372465,-0.032855782501900466
2020-04-17,-0.013568506223028076,0.0898887283574219,0.008811586744339461,0.027015202861435217,0.10395909668545533
